"","method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor","X"
"1","mmm","bglm",1667,25,0,0,1667,3,3,1664,316,290,0,NA
"2","mmm","bglm",1667,50,0,0,1667,9,9,1658,2604,1383,0,NA
"3","mmm","bglm",1667,25,0.9,0,1667,15,10,1657,945,229,0,NA
"4","mmm","bglm",1667,50,0.9,0,1667,32,24,1643,3963,771,0,NA
"5","mmm","bglm",1667,25,0,0,1667,10,9,1658,302,292,0,NA
"6","mmm","bglm",1667,50,0,0,1667,9,9,1658,2572,1363,0,NA
"7","mmm","bglm",1667,25,0.9,0,1667,15,13,1654,947,220,0,NA
"8","mmm","bglm",1667,50,0.9,0,1667,16,13,1654,4184,827,0,NA
"9","mmm","bglm",1667,25,0,0,1667,6,6,1661,318,295,0,NA
"10","mmm","bglm",1667,50,0,0,1667,9,9,1658,2697,1421,0,NA
"11","mmm","bglm",1667,25,0.9,0,1667,18,15,1652,1018,228,0,NA
"12","mmm","bglm",1667,50,0.9,0,1667,20,15,1652,3924,769,0,NA
"13","mmm","bglm",1667,25,0.5,0,1667,11,10,1657,406,249,0,NA
"14","mmm","bglm",1667,50,0.5,0,1667,4,4,1663,2878,978,0,NA
"15","mmm","bglm",1667,25,0.5,0,1667,9,8,1659,473,266,0,NA
"16","mmm","bglm",1667,50,0.5,0,1667,12,12,1655,2786,976,0,NA
"17","mmm","bglm",1667,25,0.5,0,1667,5,5,1662,433,259,0,NA
"18","mmm","bglm",1667,50,0.5,0,1667,10,9,1658,2773,988,0,NA
"19","mmm","bglm",209,25,0,0,0,2,2,207,34,30,0,NA
"20","mmm","bglm",209,50,0,0,0,3,3,206,350,174,0,NA
"21","mmm","bglm",209,25,0.9,0,0,7,4,205,116,28,2,NA
"22","mmm","bglm",209,50,0.9,0,0,5,3,206,510,100,29,NA
"23","mmm","bglm",209,25,0,0,0,1,1,208,50,44,0,NA
"24","mmm","bglm",209,50,0,0,0,4,3,206,325,167,0,NA
"25","mmm","bglm",209,25,0.9,0,0,4,4,205,177,36,8,NA
